Item Code,Item Description,Serial Number,Delivery Number,Shipment Date,Customer Number,Customer Name,Stat Group 1,Stat Group 2
BG-0102,Gen 3 Kiosk - UK/Italy,KSK5060,SD-181611,11/7/2018,C001885,Selecta-UK,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK5060,SD-181046,10/18/2018,C001885,Selecta-UK,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK600000,SD-190919,1/29/2019,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK600001,SD-192565,3/20/2019,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK600002,SD-190677,1/22/2019,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK600003,SD-190920,1/29/2019,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK600004,SD-190908,1/28/2019,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK600005,SD-194981,6/3/2019,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK600006,SD-190912,1/29/2019,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK600007,SD-192358,3/13/2019,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK600008,SD-190915,1/29/2019,C000777,Selecta-IT,INT,OTR
SV-0370,Relocation Fee - International,KSK600008,SD-2104315,5/3/2021,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK600009,SD-191926,2/27/2019,C000777,Selecta-IT,INT,OTR
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60001,SD-2213253,9/9/2022,C005037,Aramark Corrections_Harris County,ARAMA,OTR
BG-0102,Gen 3 Kiosk - UK/Italy,KSK600010,365001810SDL00000002,10/17/2018,EMPLOY,Employee Loans,INTER, 
BG-0102,Gen 3 Kiosk - UK/Italy,KSK600010,365001810SDL00000002,10/17/2018,EMPLOY,Employee Loans,INTER, 
BG-0102,Gen 3 Kiosk - UK/Italy,KSK600011,365001810SDL00000002,10/17/2018,EMPLOY,Employee Loans,INTER, 
BG-0102,Gen 3 Kiosk - UK/Italy,KSK600011,365001810SDL00000002,10/17/2018,EMPLOY,Employee Loans,INTER, 
BG-0102,Gen 3 Kiosk - UK/Italy,KSK600012,SD-181802,11/14/2018,EMPLOY,Employee Loans,INTER, 
BG-0102,Gen 3 Kiosk - UK/Italy,KSK600013,SD-190423,1/14/2019,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK600013,SD-1910649,11/12/2019,C000777,Selecta-IT,INT,OTR
BG-0102,Gen 3 Kiosk - UK/Italy,KSK600014,SD-190423,1/14/2019,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK600014,SD-194498,5/17/2019,C000777,Selecta-IT,INT,OTR
BG-0102,Gen 3 Kiosk - UK/Italy,KSK600015,SD-190423,1/14/2019,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK600015,SD-2106713,7/7/2021,C000777,Selecta-IT,INT,OTR
BG-0102,Gen 3 Kiosk - UK/Italy,KSK600016,SD-190423,1/14/2019,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK600016,SD-198535,9/10/2019,C000777,Selecta-IT,INT,OTR
BG-0102,Gen 3 Kiosk - UK/Italy,KSK600017,SD-190423,1/14/2019,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK600017,SD-194970,6/3/2019,C000777,Selecta-IT,INT,OTR
BG-0102,Gen 3 Kiosk - UK/Italy,KSK600018,SD-190423,1/14/2019,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK600018,SD-196448,7/10/2019,C000777,Selecta-IT,INT,OTR
BG-0102,Gen 3 Kiosk - UK/Italy,KSK600019,SD-190423,1/14/2019,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK600019,SD-194969,6/3/2019,C000777,Selecta-IT,INT,OTR
SV-0370,Relocation Fee - International,KSK600019,SD-2010006,11/17/2020,C000777,Selecta-IT,INT,OTR
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60002,SD-2211997,8/18/2022,EMPLOY,Employee Loans,INTER, 
BG-0102,Gen 3 Kiosk - UK/Italy,KSK600020,SD-190423,1/14/2019,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK600020,SD-196444,7/10/2019,C000777,Selecta-IT,INT,OTR
BG-0102,Gen 3 Kiosk - UK/Italy,KSK600021,SD-190423,1/14/2019,C000777,Selecta-IT,INT,OTR
BG-0102,Gen 3 Kiosk - UK/Italy,KSK600022,SD-190423,1/14/2019,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK600022,SD-194979,6/3/2019,C000777,Selecta-IT,INT,OTR
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60003,SD-2212002,8/18/2022,EMPLOY,Employee Loans,INTER, 
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60004,365002209SDL00000007,9/13/2022,TRADE,Trade Show Customer for Loans,INTER, 
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60004,365002209SDL00000007,9/13/2022,TRADE,Trade Show Customer for Loans,INTER, 
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60005,SD-2213093,9/7/2022,C005405,Canteen Dining- Michelin Lex_9008,CANTN,CDIN
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60007,SD-2212601,8/29/2022,C005037,Aramark Corrections_Harris County,ARAMA,OTR
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60008,SD-2300882,1/17/2023,C000296,Guckenheimer Enterprises Inc.,INDEP,OTR
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60009,SD-2213093,9/7/2022,C005405,Canteen Dining- Michelin Lex_9008,CANTN,CDIN
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60010,SD-2213094,9/7/2022,C005396,Canteen Dining- Sealed Air-27422,CANTN,CDIN
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60012,SD-2215325,10/13/2022,C007467,Canteen Dining - SCF - Brad_60397,CANTN,CDIN
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60013,SD-2215326,10/13/2022,C007503,Canteen Dining PBSC Lake Worth60495,CANTN,CDIN
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60014,SD-2215329,10/13/2022,C004178,Canteen Dining- Greensboro,CANTN,CDIN
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60015,SD-2215327,10/13/2022,C005137,Canteen Dining- Thermo Fisher,CANTN,CDIN
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60016,SD-2215322,10/13/2022,C002452,Canteen Dining- Orlando,CANTN,CDIN
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60017,SD-2215323,10/13/2022,C005118,Canteen Dining- Raymond James_55463,CANTN,CDIN
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60018,SD-2217150,11/15/2022,C007881,Canteen- BMW Mfg_Unit 61288,CANTN,CNC
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60019,SD-2215328,10/13/2022,C004971,Canteen Dining- American Airlines,CANTN,CDIN
MM6-RT-NORTR,"MM6 Kiosk, ReadyTouch",KSK60020,SD-2217177,11/16/2022,C007881,Canteen- BMW Mfg_Unit 61288,CANTN,CNC
MM6-RT-NORTR,"MM6 Kiosk, ReadyTouch",KSK60022,SD-2217177,11/16/2022,C007881,Canteen- BMW Mfg_Unit 61288,CANTN,CNC
MM6-RT-NORTR,"MM6 Kiosk, ReadyTouch",KSK60023,SD-2217218,11/16/2022,C007881,Canteen- BMW Mfg_Unit 61288,CANTN,CNC
MM6-RT-NORTR,"MM6 Kiosk, ReadyTouch",KSK60024,SD-2217304,11/17/2022,C007881,Canteen- BMW Mfg_Unit 61288,CANTN,CNC
MM6-RT-NORTR,"MM6 Kiosk, ReadyTouch",KSK60025,SD-2217304,11/17/2022,C007881,Canteen- BMW Mfg_Unit 61288,CANTN,CNC
MM6-RT-NORTR,"MM6 Kiosk, ReadyTouch",KSK60026,SD-2217304,11/17/2022,C007881,Canteen- BMW Mfg_Unit 61288,CANTN,CNC
MM6-RT-NORTR,"MM6 Kiosk, ReadyTouch",KSK60027,SD-2217304,11/17/2022,C007881,Canteen- BMW Mfg_Unit 61288,CANTN,CNC
MM6-RT-NORTR,"MM6 Kiosk, ReadyTouch",KSK60028,SD-2217304,11/17/2022,C007881,Canteen- BMW Mfg_Unit 61288,CANTN,CNC
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60029,SD-2217218,11/16/2022,C007881,Canteen- BMW Mfg_Unit 61288,CANTN,CNC
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60030,SD-2217177,11/16/2022,C007881,Canteen- BMW Mfg_Unit 61288,CANTN,CNC
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60031,SD-2217150,11/15/2022,C007881,Canteen- BMW Mfg_Unit 61288,CANTN,CNC
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60032,SD-2217304,11/17/2022,C007881,Canteen- BMW Mfg_Unit 61288,CANTN,CNC
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60034,SD-2218002,12/1/2022,C000116,AVI Food Systems Inc.,AVI,AVI
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60037,SD-2301786,2/1/2023,C002404,US Coast Guard NAFA,INDEP,OTR
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60038,SD-2301783,2/1/2023,C007536,Aramark Corrections_Wakulla C.I.,ARAMA,OTR
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK6004,SD-2300544,1/11/2023,C007537,Aramark Corrections_Madison C.I.,ARAMA,OTR
RT-2000,365 POS System w/MSR,KSK60042,SD-2219135,12/20/2022,C008048,Flik-Novavax Gaithersburg,CANTN,FLIK
MM6-RT,"MM6 Kiosk, ReadyTouch",KSK60045,SD-2301784,2/1/2023,C007536,Aramark Corrections_Wakulla C.I.,ARAMA,OTR
SV-0369,Inventory Unit Stage - Intl,KSK6005,SD-181979,11/23/2018,C002087,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK6006,SD-180873,10/12/2018,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK6007,SD-180921,10/15/2018,C000777,Selecta-IT,INT,OTR
SV-0251,Inventory Unit Stage,KSK6010,SD-180610,10/1/2018,C001353,Selecta-CH,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK6013,SD-180700,10/3/2018,C000777,Selecta-IT,INT,OTR
SV-0370,Relocation Fee - International,KSK6015,SD-181161,10/23/2018,C000777,Selecta-IT,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK6019,SD-181574,11/6/2018,C000777,Selecta-IT,INT,OTR
SV-0370,Relocation Fee - International,KSK6019,SD-2005823,7/9/2020,C000777,Selecta-IT,INT,OTR
SV-0251,Inventory Unit Stage,KSK700000,SD-191434,2/11/2019,C001351,Morsl,INT,OTR
SV-0370,Relocation Fee - International,KSK700000,SD-2200997,1/26/2022,C001351,Morsl,INT,OTR
SV-0370,Relocation Fee - International,KSK700000_1,SD-2205126,4/19/2022,C001351,Morsl,INT,OTR
SV-0215,Relocation Fee,KSK700001,SD-194864,9/12/2019,C001351,Morsl,INT,OTR
SV-0370,Relocation Fee - International,KSK700001,SD-197984,9/13/2019,C001351,Morsl,INT,OTR
SV-0370,Relocation Fee - International,KSK700001_1,SD-2006524,8/4/2020,C001351,Morsl,INT,OTR
SV-0370,Relocation Fee - International,KSK700001_2,SD-2107151,7/13/2021,C001351,Morsl,INT,OTR
SV-0215,Relocation Fee,KSK700002,SD-194083,5/6/2019,C001351,Morsl,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK700002,SD-191430,2/11/2019,C001351,Morsl,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK700005,SD-2103414,4/7/2021,C001351,Morsl,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK700006,SD-2003108,3/19/2020,C003413,Pause Markets,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK700007,SD-198707,9/16/2019,C001351,Morsl,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK700008,SD-2006309,7/28/2020,C001448,Vendpro-Australia,INT,OTR
SV-0370,Relocation Fee - International,KSK700008,SD-2104312,5/3/2021,C003413,Pause Markets,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK700009,SD-2008984,10/15/2020,C001351,Morsl,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK700010,SD-191911,2/27/2019,C003413,Pause Markets,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK700011,SD-2010651,12/7/2020,C001351,Morsl,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK700012,SD-2103409,4/7/2021,C001351,Morsl,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK700013,SD-194325,5/13/2019,C001351,Morsl,INT,OTR
SV-0370,Relocation Fee - International,KSK700013,SD-2008968,10/15/2020,C001351,Morsl,INT,OTR
SV-0370,Relocation Fee - International,KSK700013_2,SD-2102170,3/4/2021,C001351,Morsl,INT,OTR
SV-0369,Inventory Unit Stage - Intl,KSK700014,SD-2103414,4/7/2021,C001351,Morsl,INT,OTR
SV-1215,Relocation Fee - Dining,KSK8003,SD-2113098,11/26/2021,C005747,Canteen Dining- Walmart NC,CANTN,CDIN
SV-0315,Partial Data Move,KSK8021,SD-195357,6/11/2019,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0315,Partial Data Move,KSK8022,SD-195357,6/11/2019,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0215,Relocation Fee,KSK8025,SD-1911980,12/19/2019,C004096,Eurest - Lacks HQ,CANTN,EUR
SV-0215,Relocation Fee,KSK8025_2,SD-2202214,2/18/2022,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0215,Relocation Fee,KSK8040,SD-197258,9/12/2019,C003665,Eurest-American Family Insur,CANTN,EUR
SV-0215,Relocation Fee,KSK8056,SD-2113342,12/2/2021,C002193,Sodexo-FiServ Alpharetta,INDEP,OTR
SV-0215,Relocation Fee,KSK8057,SD-2113342,12/2/2021,C002193,Sodexo-FiServ Alpharetta,INDEP,OTR
SV-0215,Relocation Fee,KSK8076,SD-2001034,1/30/2020,C004083,Eurest - Compassion West,CANTN,EUR
SV-0215,Relocation Fee,KSK8077_1,SD-193245,4/10/2019,C002448,Eurest - Hagerstown,CANTN,EUR
SV-0215,Relocation Fee,KSK8085,SD-180770,10/7/2018,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0215,Relocation Fee,KSK8086,SD-180770,10/7/2018,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0215,Relocation Fee,KSK8087,SD-180770,10/7/2018,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0215,Relocation Fee,KSK8088,SD-180770,10/7/2018,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0315,Partial Data Move,KSK8092,SD-2201405,2/2/2022,C002011,Eurest - New Castle,CANTN,EUR
SV-0215,Relocation Fee,KSK8094,SD-191069,1/31/2019,C002434,Eurest - Blue Bell,CANTN,EUR
SV-0215,Relocation Fee,KSK8095,SD-180926,10/15/2018,C001978,Eurest - Delta,CANTN,EUR
SV-0215,Relocation Fee,KSK8095-1,SD-197630,8/14/2019,C003686,Eurest - Dresher,CANTN,EUR
SV-0315,Partial Data Move,KSK8096,SD-2201405,2/2/2022,C002011,Eurest - New Castle,CANTN,EUR
SV-0215,Relocation Fee,KSK8097,SD-2002701,3/11/2020,C004216,Eurest - Wilmington - AAA HQ,CANTN,EUR
SV-0215,Relocation Fee,KSK8098,SD-2002701,3/11/2020,C004216,Eurest - Wilmington - AAA HQ,CANTN,EUR
SV-0215,Relocation Fee,KSK8102,SD-197258,9/12/2019,C003665,Eurest-American Family Insur,CANTN,EUR
SV-0215,Relocation Fee,KSK8103,SD-197258,9/12/2019,C003665,Eurest-American Family Insur,CANTN,EUR
SV-0215,Relocation Fee,KSK8107,SD-193413,4/16/2019,C003512,Eurest - Baltimore,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8178,SD-2109793,9/10/2021,C003817,Advana,INDEP,OTR
SV-0215,Relocation Fee,KSK8187,SD-2004009,4/27/2020,C004268,Sodexo-Best Western,SODEX,OTR
SV-0215,Relocation Fee,KSK8187_2,SD-2109812,9/13/2021,C004536,Sodexo-Abbott,SODEX,OTR
SV-0215,Relocation Fee,KSK8189,SD-2001106,2/3/2020,C004055,Sodexo-LivaNova,SODEX,OTR
SV-0216,Relocation Fee - CFG ,KSK8190,SD-2108375,8/11/2021,C000252,Answer Vending dba Gourmet To Go,INDEP,OTR
SV-0215,Relocation Fee,KSK8191,SD-2107351,7/16/2021,C002268,Sodexo-Sanofi-Swiftwater,INDEP,OTR
SV-0215,Relocation Fee,KSK8204,SD-2009414,10/28/2020,C002221,Sodexo-Honeywell Cafe,INDEP,OTR
SV-0315,Partial Data Move,KSK8211,SD-1911764,12/12/2019,C004042,Canteen Dining- Spartanburg_7358,CANTN,CDIN
SV-0315,Partial Data Move,KSK8212,SD-1911764,12/12/2019,C004042,Canteen Dining- Spartanburg_7358,CANTN,CDIN
SV-0315,Partial Data Move,KSK8213,SD-1911764,12/12/2019,C004042,Canteen Dining- Spartanburg_7358,CANTN,CDIN
SV-0315,Partial Data Move,KSK8214,SD-1911764,12/12/2019,C004042,Canteen Dining- Spartanburg_7358,CANTN,CDIN
SV-0315,Partial Data Move,KSK8215,SD-1911764,12/12/2019,C004042,Canteen Dining- Spartanburg_7358,CANTN,CDIN
SV-0216,Relocation Fee - CFG ,KSK8217,SD-2108375,8/11/2021,C000252,Answer Vending dba Gourmet To Go,INDEP,OTR
SV-0215,Relocation Fee,KSK8250,SD-195132,6/6/2019,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0215,Relocation Fee,KSK8251,SD-197259,9/12/2019,C003676,Eurest - St. Joseph,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8261,SD-182686,12/19/2018,C002352,Sodexo Synchrony Kettering,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8261,365001810SDL00000005,10/31/2018,C000514,Canteen Midwest Dining,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8261,365001810SDL00000005,10/31/2018,C000514,Canteen Midwest Dining,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8261,SD-180176,9/11/2018,C000142,Canteen Greenville Branch,CANTN,CNC
RT-2000,365 POS System w/MSR,KSK8261-1,SD-180478,9/25/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8262,SD-182686,12/19/2018,C002352,Sodexo Synchrony Kettering,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8262,SD-180176,9/11/2018,C000142,Canteen Greenville Branch,CANTN,CNC
SV-0215,Relocation Fee,KSK8262,SD-2105470,5/27/2021,C003547,Sodexo-Boehringer,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8263,SD-180176,9/11/2018,C000142,Canteen Greenville Branch,CANTN,CNC
RT-2000,365 POS System w/MSR,KSK8264,SD-180176,9/11/2018,C000142,Canteen Greenville Branch,CANTN,CNC
RT-2000,365 POS System w/MSR,KSK8265,SD-180052,9/6/2018,C000341,Canteen Tampa Branch,CANTN,CNC
SV-0215,Relocation Fee,KSK8265,SD-2110877,10/8/2021,C005055,Canteen Dining- Michelin HNA_10214,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8266,SD-180090,9/7/2018,C002351,Sodexo-Synchrony Alpharetta,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8267,SD-180090,9/7/2018,C002351,Sodexo-Synchrony Alpharetta,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8268,SD-180090,9/7/2018,C002351,Sodexo-Synchrony Alpharetta,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8269,365002002SDL00000006,2/21/2020,C004166,PepsiCo HQ,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8269,365002002SDL00000006,2/21/2020,C004166,PepsiCo HQ,INDEP,OTR
RT-2000,365 POS System w/MSR,KSK8270,SD-180315,9/18/2018,C000142,Canteen Greenville Branch,CANTN,CNC
SV-1215,Relocation Fee - Dining,KSK8270,SD-2205061,4/18/2022,C003483,Canteen Dining- Marion Baxter_41184,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8271,SD-180315,9/18/2018,C000142,Canteen Greenville Branch,CANTN,CNC
RT-2000,365 POS System w/MSR,KSK8272,SD-180315,9/18/2018,C000142,Canteen Greenville Branch,CANTN,CNC
SV-1215,Relocation Fee - Dining,KSK8272,SD-2207927,6/10/2022,C005404,Canteen Dining- Schneider Ele_9003,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8273,SD-180315,9/18/2018,C000142,Canteen Greenville Branch,CANTN,CNC
SV-1215,Relocation Fee - Dining,KSK8273,SD-2202762,3/2/2022,C003483,Canteen Dining- Marion Baxter_41184,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8274,SD-180315,9/18/2018,C000142,Canteen Greenville Branch,CANTN,CNC
SV-1215,Relocation Fee - Dining,KSK8274,SD-2203976,3/28/2022,C004149,Canteen Dining- Greenville (2)_9010,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8276,SD-180316,9/18/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8277,SD-180348,9/18/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8278,SD-180348,9/18/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8279,SD-180384,9/20/2018,C002361,Eurest - San Diego Teradata,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8280,SD-180478,9/25/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8281,SD-180483,9/25/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8282,SD-180483,9/25/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8283,SD-180483,9/25/2018,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0215,Relocation Fee,KSK8283,SD-2005437,6/26/2020,C000116,AVI Food Systems Inc.,AVI,AVI
SV-0215,Relocation Fee,KSK8283-1,SD-2010972,12/15/2020,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8284,SD-180483,9/25/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8285,SD-180483,9/25/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8286,SD-180897,10/12/2018,C000514,Canteen Midwest Dining,CANTN,CDIN
SV-0215,Relocation Fee,KSK8286,SD-2106897,7/8/2021,C005301,Canteen Dining- Seneca West,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8291,SD-180955,10/16/2018,C001963,Eurest - Branchburg,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8292,SD-180955,10/16/2018,C001963,Eurest - Branchburg,CANTN,EUR
RT-2002,365 Order Station,KSK8293,SD-180955,10/16/2018,C001963,Eurest - Branchburg,CANTN,EUR
RT-2002,365 Order Station,KSK8294,SD-180955,10/16/2018,C001963,Eurest - Branchburg,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8295,SD-181000,10/17/2018,C002392,Eurest - San Diego Teradata Juice,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8296,SD-181108,10/22/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8297,SD-181108,10/22/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8298,SD-181087,10/19/2018,C002381,Eurest - Houston Powell-46183,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8299,SD-181076,10/19/2018,C002382,Eurest - Houston Powell-46182,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8300,SD-181076,10/19/2018,C002382,Eurest - Houston Powell-46182,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8301,SD-181076,10/19/2018,C002382,Eurest - Houston Powell-46182,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8302,SD-181087,10/19/2018,C002381,Eurest - Houston Powell-46183,CANTN,EUR
RT-2000,365 POS System w/MSR,KSK8303,SD-181251,10/25/2018,C002390,Canteen MidWest-Milwaukee,CANTN,CNC
RT-2000,365 POS System w/MSR,KSK8305,SD-182041,11/27/2018,C002430,Sodexo-via Rail,CANAD,OTR
RT-2000,365 POS System w/MSR,KSK8306,SD-182041,11/27/2018,C002430,Sodexo-via Rail,CANAD,OTR
RT-2000,365 POS System w/MSR,KSK8307,SD-182041,11/27/2018,C002430,Sodexo-via Rail,CANAD,OTR
RT-2000,365 POS System w/MSR,KSK8308,SD-182105,11/29/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8309,SD-182105,11/29/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8310,SD-182105,11/29/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8311,SD-182102,11/29/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8312,SD-182103,11/29/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8313,SD-182103,11/29/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8314,SD-182103,11/29/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8315,SD-182103,11/29/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8316,SD-182363,12/6/2018,C002148,Sodexo-BCBS-AZ,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8317,SD-182104,11/29/2018,C000116,AVI Food Systems Inc.,AVI,AVI
RT-2000,365 POS System w/MSR,KSK8318,SD-182461,12/12/2018,C002416,Canteen Dining- Nashville_46066,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8319,SD-182461,12/12/2018,C002416,Canteen Dining- Nashville_46066,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8320,SD-182461,12/12/2018,C002416,Canteen Dining- Nashville_46066,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8321,SD-182461,12/12/2018,C002416,Canteen Dining- Nashville_46066,CANTN,CDIN
RT-2000,365 POS System w/MSR,KSK8322,SD-182686,12/19/2018,C002352,Sodexo Synchrony Kettering,SODEX,OTR
SV-0215,Relocation Fee,KSK8322,SD-2104396,5/3/2021,C003547,Sodexo-Boehringer,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8323,SD-182686,12/19/2018,C002352,Sodexo Synchrony Kettering,SODEX,OTR
RT-2000,365 POS System w/MSR,KSK8324,365001902SDL00000003,2/7/2019,TRADE,Trade Show Customer for Loans,INTER, 
RT-2000,365 POS System w/MSR,KSK8324,365001902SDL00000003,2/7/2019,TRADE,Trade Show Customer for Loans,INTER, 
RT-2000,365 POS System w/MSR,KSK8324,SD-191907,2/27/2019,C002382,Eurest - Houston Powell-46182,CANTN,EUR
